,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Type,Unnamed: 6,Date,Unnamed: 8,Num,Unnamed: 10,Memo,Unnamed: 12,Name,Unnamed: 14,Item,Unnamed: 16,Qty,Unnamed: 18,Sales Price,Unnamed: 20,Amount,Unnamed: 22,Balance
387,,,,,,Invoice,,12/11/2018,,14170.0,,Release Collar SAP #500023625 Buy spec 10000179861 Rev. 8 Ver. I and MTD waiver #181105-4-R2. Se...,,Becton Dickinson Penel Ltd:M4110,,Svc:Micro Molding,,"150,300.00",,0.143,,"21,492.90",,"21,492.90"
388,,,Total M4110,,,,,,,,,,,,,,,"150,300.00",,,,"21,492.90",,"21,492.90"
389,,Total Becton Dickinson Penel Ltd,,,,,,,,,,,,,,,,"1,171,793.00",,,,"244,626.90",,"244,626.90"
390,,"Becton, Dickinson and Company",,,,,,,,,,,,,,,,,,,,,,
391,,,8334,,,,,,,,,,,,,,,,,,,,,
392,,,,,,Invoice,,06/05/2018,,13879.0,,"Item 00030, 20% validation 4 cav release collar, quote 9623A",,"Becton, Dickinson and Company:8334",,Svc:Micro Molds,,1.00,,"35,000.00",,"35,000.00",,"35,000.00"
393,,,Total 8334,,,,,,,,,,,,,,,1.00,,,,"35,000.00",,"35,000.00"
394,,,8468,,,,,,,,,,,,,,,,,,,,,
395,,,,,,Invoice,,01/12/2018,,13640.0,,Modify existing 4 cavity and spare cavities for introducer hub with lead ins. Includes sampling ...,,"Becton, Dickinson and Company:8468",,Svc:Micro Molds,,1.00,,"26,140.00",,"26,140.00",,"26,140.00"
396,,,Total 8468,,,,,,,,,,,,,,,1.00,,,,"26,140.00",,"26,140.00"
397,,,8515,,,,,,,,,,,,,,,,,,,,,
398,,,,,,Invoice,,08/17/2018,,13987.0,,"Modify existing inserts in MTD frame to produce cruciform Piston. Includes (1,000) progress samples",,"Becton, Dickinson and Company:8515",,Svc:Micro Molds,,0.50,,"15,895.00",,"7,947.50",,"7,947.50"
399,,,,,,Invoice,,10/12/2018,,14060.0,,"Modify existing inserts in MTD frame to produce cruciform Piston. Includes (1,000) progress samples",,"Becton, Dickinson and Company:8515",,Svc:Micro Molds,,0.50,,"15,895.00",,"7,947.50",,"15,895.00"
400,,,Total 8515,,,,,,,,,,,,,,,1.00,,,,"15,895.00",,"15,895.00"
401,,,M3083,,,,,,,,,,,,,,,,,,,,,
402,,,,,,Invoice,,06/05/2018,,13880.0,,"Item 00020, 50% down validation swatch rel. col, quote 9626A, process development/Mold Trial 2 (...",,"Becton, Dickinson and Company:M3083",,Svc:Micro Molding,,0.50,,"21,800.00",,"10,900.00",,"10,900.00"
403,,,Total M3083,,,,,,,,,,,,,,,0.50,,,,"10,900.00",,"10,900.00"
404,,,M3793,,,,,,,,,,,,,,,,,,,,,
405,,,,,,Invoice,,01/12/2018,,13635.0,,"Setup Swatch Piston Manifold tooling to produce (1,000) parts from each material FHR-P5083N4-A F...",,"Becton, Dickinson and Company:M3793",,Svc:Micro Molding,,1.00,,"6,450.00",,"6,450.00",,"6,450.00"
406,,,Total M3793,,,,,,,,,,,,,,,1.00,,,,"6,450.00",,"6,450.00"
407,,,M3794,,,,,,,,,,,,,,,,,,,,,
408,,,,,,Invoice,,01/12/2018,,13637.0,,"Setup Swatch Pump Bottom tooling to produce (1,000) parts from each material FHR-P5083N4-A FHR-P...",,"Becton, Dickinson and Company:M3794",,Svc:Micro Molding,,1.00,,"6,325.00",,"6,325.00",,"6,325.00"
409,,,Total M3794,,,,,,,,,,,,,,,1.00,,,,"6,325.00",,"6,325.00"
410,,,M3798,,,,,,,,,,,,,,,,,,,,,
411,,,,,,Invoice,,01/12/2018,,13638.0,,"(1,000 pcs.) Swatch Pump Bottom tooling to produce parts from each material-Zeonex 690R and Topa...",,"Becton, Dickinson and Company:M3798",,Svc:Micro Molding,,1.00,,"11,740.00",,"11,740.00",,"11,740.00"
412,,,Total M3798,,,,,,,,,,,,,,,1.00,,,,"11,740.00",,"11,740.00"
413,,,M3799,,,,,,,,,,,,,,,,,,,,,
414,,,,,,Invoice,,01/12/2018,,13636.0,,"(1,000 pcs.) Swatch Piston Manifold tooling to produce parts from each material-Zeonex 690R and ...",,"Becton, Dickinson and Company:M3799",,Svc:Micro Molding,,1.00,,"12,480.00",,"12,480.00",,"12,480.00"
415,,,Total M3799,,,,,,,,,,,,,,,1.00,,,,"12,480.00",,"12,480.00"
416,,,M3841,,,,,,,,,,,,,,,,,,,,,
417,,,,,,Invoice,,02/02/2018,,13684.0,,"(120,000) Introducer Hub with Lead Ins PN#100000332169 Rev 1",,"Becton, Dickinson and Company:M3841",,Svc:Micro Molding,,"120,000.00",,0.15,,"18,000.00",,"18,000.00"
418,,,Total M3841,,,,,,,,,,,,,,,"120,000.00",,,,"18,000.00",,"18,000.00"
419,,,M3851,,,,,,,,,,,,,,,,,,,,,
420,,,,,,Invoice,,02/09/2018,,13696.0,,"(60,000) Pump Bottom PN10000077188  Ver 1 Rev 7",,"Becton, Dickinson and Company:M3851",,Svc:Micro Molding,,"60,000.00",,0.32,,"19,200.00",,"19,200.00"
421,,,Total M3851,,,,,,,,,,,,,,,"60,000.00",,,,"19,200.00",,"19,200.00"
422,,,M3860,,,,,,,,,,,,,,,,,,,,,
423,,,,,,Invoice,,02/09/2018,,13695.0,,Introducer Hub with Lead Ins,,"Becton, Dickinson and Company:M3860",,Svc:Micro Molding,,"20,000.00",,0.15,,"3,000.00",,"3,000.00"
424,,,Total M3860,,,,,,,,,,,,,,,"20,000.00",,,,"3,000.00",,"3,000.00"
425,,,M3862,,,,,,,,,,,,,,,,,,,,,
426,,,,,,Invoice,,02/09/2018,,13694.0,,Introducer Hub without Lead Ins,,"Becton, Dickinson and Company:M3862",,Svc:Micro Molding,,"56,435.00",,0.15,,"8,465.25",,"8,465.25"
427,,,Total M3862,,,,,,,,,,,,,,,"56,435.00",,,,"8,465.25",,"8,465.25"
428,,,M3880,,,,,,,,,,,,,,,,,,,,,
429,,,,,,Invoice,,04/13/2018,,13784.0,,Swatch Piston Manifold using Durastar MN631,,"Becton, Dickinson and Company:M3880",,Svc:Micro Molding,,"1,000.00",,4.57,,"4,570.00",,"4,570.00"
430,,,Total M3880,,,,,,,,,,,,,,,"1,000.00",,,,"4,570.00",,"4,570.00"
431,,,M3881,,,,,,,,,,,,,,,,,,,,,
432,,,,,,Invoice,,03/09/2018,,13740.0,,Swatch Pump Bottom using Durastar MN631,,"Becton, Dickinson and Company:M3881",,Svc:Micro Molding,,"1,000.00",,4.57,,"4,570.00",,"4,570.00"
433,,,Total M3881,,,,,,,,,,,,,,,"1,000.00",,,,"4,570.00",,"4,570.00"
434,,,M3940,,,,,,,,,,,,,,,,,,,,,
435,,,,,,Invoice,,04/27/2018,,13817.0,,Pump Bottom 10000077188 Ver. I Rev. 7,,"Becton, Dickinson and Company:M3940",,Svc:Micro Molding,,"10,000.00",,0.43,,"4,300.00",,"4,300.00"
436,,,Total M3940,,,,,,,,,,,,,,,"10,000.00",,,,"4,300.00",,"4,300.00"
437,,,M3946,,,,,,,,,,,,,,,,,,,,,
438,,,,,,Invoice,,05/31/2018,,13860.0,,Piston Manifold 10000076986 Rev. 8 Ver. J,,"Becton, Dickinson and Company:M3946",,Svc:Micro Molding,,"20,000.00",,0.33,,"6,600.00",,"6,600.00"
439,,,Total M3946,,,,,,,,,,,,,,,"20,000.00",,,,"6,600.00",,"6,600.00"
440,,,M3947,,,,,,,,,,,,,,,,,,,,,
441,,,,,,Invoice,,05/18/2018,,13854.0,,Pump Bottom 10000077188 Rev. 7 Ver. I,,"Becton, Dickinson and Company:M3947",,Svc:Micro Molding,,"20,000.00",,0.43,,"8,600.00",,"8,600.00"
442,,,Total M3947,,,,,,,,,,,,,,,"20,000.00",,,,"8,600.00",,"8,600.00"
443,,,M4036,,,,,,,,,,,,,,,,,,,,,
444,,,,,,Invoice,,10/05/2018,,14043.0,,"Cruciform Piston with alternative (Topas) material. Includes (1,000 pcs.) Progress Samples",,"Becton, Dickinson and Company:M4036",,Svc:Micro Molding,,1.00,,"7,400.00",,"7,400.00",,"7,400.00"
445,,,Total M4036,,,,,,,,,,,,,,,1.00,,,,"7,400.00",,"7,400.00"
446,,,M4064,,,,,,,,,,,,,,,,,,,,,
447,,,,,,Invoice,,09/28/2018,,14036.0,,Pump Bottom 10000077188 Ver. I Rev. 7,,"Becton, Dickinson and Company:M4064",,Svc:Micro Molding,,"10,000.00",,0.43,,"4,300.00",,"4,300.00"
448,,,Total M4064,,,,,,,,,,,,,,,"10,000.00",,,,"4,300.00",,"4,300.00"
449,,"Total Becton, Dickinson and Company",,,,,,,,,,,,,,,,"318,443.50",,,,"213,935.25",,"213,935.25"
450,,Boston Scientific-Marlborough,,,,,,,,,,,,,,,,,,,,,,
451,,,8472,,,,,,,,,,,,,,,,,,,,,
452,,,,,,Invoice,,01/12/2018,,13644.0,,"Add new set of inserts to existing Yoke, Long tool (MT1) configuration-10 50570991 #08 Rev. 06",,Boston Scientific-Marlborough:8472,,Svc:Micro Molds,,0.50,,"9,770.00",,"4,885.00",,"4,885.00"
453,,,Total 8472,,,,,,,,,,,,,,,0.50,,,,"4,885.00",,"4,885.00"
454,,,8473,,,,,,,,,,,,,,,,,,,,,
455,,,,,,Invoice,,01/12/2018,,13643.0,,"Item #0030 add new inserts to existing yoke, long tooling part # 50570991 Rev. 05 configuration-...",,Boston Scientific-Marlborough:8473,,Svc:Micro Molds,,0.50,,"13,055.00",,"6,527.50",,"6,527.50"
456,,,Total 8473,,,,,,,,,,,,,,,0.50,,,,"6,527.50",,"6,527.50"
457,,,8502,,,,,,,,,,,,,,,,,,,,,
458,,,,,,Invoice,,05/14/2018,,13846.0,,"Add new inserts and modify cavities to existing Yoke, Long left-right configuration-3. Includes ...",,Boston Scientific-Marlborough:8502,,Svc:Micro Molds,,0.50,,"12,420.00",,"6,210.00",,"6,210.00"
459,,,,,,Invoice,,05/31/2018,,13869.0,,"Add new inserts and modify cavities to existing Yoke, Long left-right configuration-3. Includes ...",,Boston Scientific-Marlborough:8502,,Svc:Micro Molds,,0.50,,"12,420.00",,"6,210.00",,"12,420.00"
460,,,Total 8502,,,,,,,,,,,,,,,1.00,,,,"12,420.00",,"12,420.00"
461,,,M3784,,,,,,,,,,,,,,,,,,,,,
462,,,,,,Invoice,,01/12/2018,,13645.0,,"Item #0020 Molded Samples part #50570991 #8 Rev. 06 (1,000 pcs.) Configuration -10",,Boston Scientific-Marlborough:M3784,,Svc:Micro Molding,,1.00,,"5,494.00",,"5,494.00",,"5,494.00"
463,,,Total M3784,,,,,,,,,,,,,,,1.00,,,,"5,494.00",,"5,494.00"
464,,Total Boston Scientific-Marlborough,,,,,,,,,,,,,,,,3.00,,,,"29,326.50",,"29,326.50"
465,,Boston Scientific-Spencer,,,,,,,,,,,,,,,,,,,,,,
466,,,8495,,,,,,,,,,,,,,,,,,,,,
467,,,,,,Invoice,,04/20/2018,,13807.0,,Expedited rebuild (2) cavity tooling for Distal Cap Overmolded,,Boston Scientific-Spencer:8495,,Svc:Mold Repair,,1.00,,"41,050.00",,"41,050.00",,"41,050.00"
468,,,Total 8495,,,,,,,,,,,,,,,1.00,,,,"41,050.00",,"41,050.00"
469,,,8499,,,,,,,,,,,,,,,,,,,,,
470,,,,,,Invoice,,05/11/2018,,13843.0,,Rebuild Lumen hole core pins for (2) cavity Distal Cap,,Boston Scientific-Spencer:8499,,Svc:Micro Molds,,1.00,,"3,100.00",,"3,100.00",,"3,100.00"
471,,,Total 8499,,,,,,,,,,,,,,,1.00,,,,"3,100.00",,"3,100.00"
472,,,M3640,,,,,,,,,,,,,,,,,,,,,
473,,,,,,Invoice,,01/19/2018,,13653.0,,"P/N 50482128-01 Rev. 03  Distal cap overmold, .044 pocket",,Boston Scientific-Spencer:M3640,,Svc:Micro Molding,,441.00,,12.37,,"5,455.17",,"5,455.17"
474,,,Total M3640,,,,,,,,,,,,,,,441.00,,,,"5,455.17",,"5,455.17"
475,,,M3739,,,,,,,,,,,,,,,,,,,,,
476,,,,,,Credit Memo,,01/19/2018,,13654.0,,short payment,,Boston Scientific-Spencer:M3739,,Svc:Micro Molding,,-1.00,,7.68,,-7.68,,-7.68
477,,,,,,Credit Memo,,01/19/2018,,13655.0,,short payment,,Boston Scientific-Spencer:M3739,,Svc:Micro Molding,,-1.00,,7.49,,-7.49,,-15.17
478,,,,,,Credit Memo,,01/19/2018,,13656.0,,short payment,,Boston Scientific-Spencer:M3739,,Svc:Micro Molding,,-1.00,,10.52,,-10.52,,-25.69
479,,,,,,Credit Memo,,01/19/2018,,13657.0,,short payment,,Boston Scientific-Spencer:M3739,,Svc:Micro Molding,,-1.00,,12.41,,-12.41,,-38.10
480,,,,,,Credit Memo,,01/19/2018,,13658.0,,short payment,,Boston Scientific-Spencer:M3739,,Svc:Micro Molding,,-1.00,,14.58,,-14.58,,-52.68
481,,,Total M3739,,,,,,,,,,,,,,,-5.00,,,,-52.68,,-52.68
482,,,M3773,,,,,,,,,,,,,,,,,,,,,
483,,,,,,Invoice,,02/09/2018,,13693.0,,"50482128-01 Distal Cap Overmold, .044 Pocket",,Boston Scientific-Spencer:M3773,,Svc:Micro Molding,,500.00,,12.37,,"6,185.00",,"6,185.00"
484,,,Total M3773,,,,,,,,,,,,,,,500.00,,,,"6,185.00",,"6,185.00"
485,,,M3804,,,,,,,,,,,,,,,,,,,,,
486,,,,,,Invoice,,02/02/2018,,13683.0,,"Distal Cap, Overmolded 90830030-01 Rev. A",,Boston Scientific-Spencer:M3804,,Svc:Micro Molding,,"1,839.00",,7.3009,,"13,426.36",,"13,426.36"
487,,,,,,Invoice,,02/22/2018,,13720.0,,"Distal Cap, Overmolded 90830030-01 Rev. A",,Boston Scientific-Spencer:M3804,,Svc:Micro Molding,,"2,194.00",,7.3009,,"16,018.17",,"29,444.53"
488,,,,,,Invoice,,03/16/2018,,13750.0,,"Distal Cap, Overmolded 90830030-01 Rev. A",,Boston Scientific-Spencer:M3804,,Svc:Micro Molding,,"4,573.00",,7.3009,,"33,387.02",,"62,831.55"
489,,,,,,Invoice,,05/04/2018,,13830.0,,"Distal Cap, Overmolded 90830030-01 Rev. A",,Boston Scientific-Spencer:M3804,,Svc:Micro Molding,,"2,939.00",,7.3009,,"21,457.35",,"84,288.89"
490,,,,,,Invoice,,05/11/2018,,13840.0,,"Distal Cap, Overmolded 90830030-01 Rev. A",,Boston Scientific-Spencer:M3804,,Svc:Micro Molding,,919.00,,7.3009,,"6,709.53",,"90,998.42"
491,,,,,,Invoice,,05/18/2018,,13855.0,,"Distal Cap, Overmolded 90830030-01 Rev. A",,Boston Scientific-Spencer:M3804,,Svc:Micro Molding,,"3,912.00",,7.3009,,"28,561.12",,"119,559.54"
492,,,,,,Invoice,,05/31/2018,,13863.0,,"Distal Cap, Overmolded 90830030-01 Rev. A",,Boston Scientific-Spencer:M3804,,Svc:Micro Molding,,"1,232.00",,7.3009,,"8,994.71",,"128,554.25"
493,,,,,,Invoice,,06/22/2018,,13900.0,,"Distal Cap, Overmolded 90830030-01 Rev. A",,Boston Scientific-Spencer:M3804,,Svc:Micro Molding,,820.00,,7.3009,,"5,986.74",,"134,540.99"
494,,,,,,Invoice,,07/13/2018,,13944.0,,"Distal Cap, Overmolded 90830030-01 Rev. A",,Boston Scientific-Spencer:M3804,,Svc:Micro Molding,,"2,528.00",,7.3009,,"18,456.68",,"152,997.66"
495,,,,,,Invoice,,07/26/2018,,13954.0,,"Distal Cap, Overmolded 90830030-01 Rev. A",,Boston Scientific-Spencer:M3804,,Svc:Micro Molding,,"2,448.00",,7.3009,,"17,872.60",,"170,870.26"
496,,,,,,Invoice,,08/17/2018,,13986.0,,"Distal Cap, Overmolded 90830030-01 Rev. A",,Boston Scientific-Spencer:M3804,,Svc:Micro Molding,,"2,964.00",,7.3009,,"21,639.87",,"192,510.13"
497,,,,,,Invoice,,09/07/2018,,14009.0,,"Distal Cap, Overmolded 90830030-01 Rev. A",,Boston Scientific-Spencer:M3804,,Svc:Micro Molding,,"1,910.00",,7.3009,,"13,944.72",,"206,454.85"
498,,,,,,Invoice,,09/14/2018,,14021.0,,"Distal Cap, Overmolded 90830030-01 Rev. A",,Boston Scientific-Spencer:M3804,,Svc:Micro Molding,,"2,423.00",,7.3009,,"17,690.08",,"224,144.93"
499,,,,,,Invoice,,10/12/2018,,14065.0,,"Distal Cap, Overmolded 90830030-01 Rev. A",,Boston Scientific-Spencer:M3804,,Svc:Micro Molding,,"2,115.00",,7.3009,,"15,441.40",,"239,586.33"
500,,,,,,Invoice,,10/31/2018,,14097.0,,"Distal Cap, Overmolded 90830030-01 Rev. A",,Boston Scientific-Spencer:M3804,,Svc:Micro Molding,,184.00,,7.30082,,"1,343.35",,"240,929.69"
501,,,Total M3804,,,,,,,,,,,,,,,"33,000.00",,,,"240,929.69",,"240,929.69"
502,,,M3854,,,,,,,,,,,,,,,,,,,,,
503,,,,,,Invoice,,02/28/2018,,13731.0,,(500pcs) Distal Cap Overmolded .044 Pocket,,Boston Scientific-Spencer:M3854,,Svc:Micro Molding,,500.00,,12.37,,"6,185.00",,"6,185.00"
504,,,Total M3854,,,,,,,,,,,,,,,500.00,,,,"6,185.00",,"6,185.00"
505,,,M3855,,,,,,,,,,,,,,,,,,,,,
506,,,,,,Invoice,,02/28/2018,,13733.0,,Distal Cap Overmolded .044 Pocket,,Boston Scientific-Spencer:M3855,,Svc:Mico Molds/Micromolding,,500.00,,12.37,,"6,185.00",,"6,185.00"
507,,,,,,Invoice,,03/23/2018,,13763.0,,Distal Cap Overmolded .044 Pocket,,Boston Scientific-Spencer:M3855,,Svc:Mico Molds/Micromolding,,500.00,,12.37,,"6,185.00",,"12,370.00"
508,,,Total M3855,,,,,,,,,,,,,,,"1,000.00",,,,"12,370.00",,"12,370.00"
509,,,M3856,,,,,,,,,,,,,,,,,,,,,
510,,,,,,Invoice,,04/06/2018,,13781.0,,"(1,000) Distal Cap Overmolded .044 Pocket",,Boston Scientific-Spencer:M3856,,Svc:Mico Molds/Micromolding,,"1,000.00",,12.37,,"12,370.00",,"12,370.00"
511,,,Total M3856,,,,,,,,,,,,,,,"1,000.00",,,,"12,370.00",,"12,370.00"
512,,,M3857,,,,,,,,,,,,,,,,,,,,,
513,,,,,,Invoice,,04/13/2018,,13789.0,,"(1,000) Distal Cap Overmolded .044 Pocket",,Boston Scientific-Spencer:M3857,,Svc:Mico Molds/Micromolding,,"1,000.00",,12.37,,"12,370.00",,"12,370.00"
514,,,Total M3857,,,,,,,,,,,,,,,"1,000.00",,,,"12,370.00",,"12,370.00"
515,,,M3858,,,,,,,,,,,,,,,,,,,,,
516,,,,,,Invoice,,04/27/2018,,13815.0,,Distal Cap Overmolded .044 Pocket,,Boston Scientific-Spencer:M3858,,Svc:Mico Molds/Micromolding,,"1,000.00",,12.37,,"12,370.00",,"12,370.00"
517,,,Total M3858,,,,,,,,,,,,,,,"1,000.00",,,,"12,370.00",,"12,370.00"
518,,,M3859,,,,,,,,,,,,,,,,,,,,,
519,,,,,,Invoice,,05/04/2018,,13825.0,,"(1,000) Distal Cap Overmolded .044 Pocket",,Boston Scientific-Spencer:M3859,,Svc:Mico Molds/Micromolding,,"1,000.00",,12.37,,"12,370.00",,"12,370.00"
520,,,Total M3859,,,,,,,,,,,,,,,"1,000.00",,,,"12,370.00",,"12,370.00"
521,,,M3903,,,,,,,,,,,,,,,,,,,,,
522,,,,,,Invoice,,03/23/2018,,13766.0,,Distal Cap Overmolded .044 Pocket DWG #50482128 Rev. 03 Reaming process validation,,Boston Scientific-Spencer:M3903,,Svc:Micro Molding,,1.00,,"5,790.00",,"5,790.00",,"5,790.00"
523,,,Total M3903,,,,,,,,,,,,,,,1.00,,,,"5,790.00",,"5,790.00"
524,,,M3929,,,,,,,,,,,,,,,,,,,,,
525,,,,,,Invoice,,04/20/2018,,13802.0,,Requalification activities for Distal Cap Overmolded tooling,,Boston Scientific-Spencer:M3929,,Svc:Micro Molding,,1.00,,"8,920.00",,"8,920.00",,"8,920.00"
526,,,Total M3929,,,,,,,,,,,,,,,1.00,,,,"8,920.00",,"8,920.00"
527,,,M3932,,,,,,,,,,,,,,,,,,,,,
528,,,,,,Invoice,,04/13/2018,,13788.0,,Distal Cap Overmolded 90830030-01 Rev. A,,Boston Scientific-Spencer:M3932,,Svc:Micro Molding,,400.00,,7.3009,,"2,920.36",,"2,920.36"
529,,,Total M3932,,,,,,,,,,,,,,,400.00,,,,"2,920.36",,"2,920.36"
530,,,M3933,,,,,,,,,,,,,,,,,,,,,
531,,,,,,Invoice,,04/20/2018,,13794.0,,Distal Cap Overmolded 90830030-01 Rev. A,,Boston Scientific-Spencer:M3933,,Svc:Micro Molding,,"1,600.00",,7.3009,,"11,681.44",,"11,681.44"
532,,,Total M3933,,,,,,,,,,,,,,,"1,600.00",,,,"11,681.44",,"11,681.44"
533,,,M3942,,,,,,,,,,,,,,,,,,,,,
534,,,,,,Invoice,,04/27/2018,,13813.0,,Distal Cap Overmolded 90830030-01 Rev. A,,Boston Scientific-Spencer:M3942,,Svc:Micro Molding,,"1,000.00",,7.3009,,"7,300.90",,"7,300.90"
535,,,,,,Invoice,,04/27/2018,,13819.0,,Distal Cap Overmolded 90830030-01 Rev. A,,Boston Scientific-Spencer:M3942,,Svc:Micro Molding,,"3,000.00",,7.3009,,"21,902.70",,"29,203.60"
536,,,Total M3942,,,,,,,,,,,,,,,"4,000.00",,,,"29,203.60",,"29,203.60"
537,,,M3944,,,,,,,,,,,,,,,,,,,,,
538,,,,,,Invoice,,05/11/2018,,13836.0,,Requalification activities,,Boston Scientific-Spencer:M3944,,Svc:Micro Molding,,1.00,,"8,920.00",,"8,920.00",,"8,920.00"
539,,,Total M3944,,,,,,,,,,,,,,,1.00,,,,"8,920.00",,"8,920.00"
540,,,M3951,,,,,,,,,,,,,,,,,,,,,
541,,,,,,Invoice,,05/31/2018,,13871.0,,New ring vendor qualification activities. Mold component requalification,,Boston Scientific-Spencer:M3951,,Svc:Micro Molding,,1.00,,"8,290.00",,"8,290.00",,"8,290.00"
542,,,Total M3951,,,,,,,,,,,,,,,1.00,,,,"8,290.00",,"8,290.00"
543,,,M4011,,,,,,,,,,,,,,,,,,,,,
544,,,,,,Invoice,,10/31/2018,,14098.0,,"Distal Cap Overmolded, 90830030-01 Rev. A",,Boston Scientific-Spencer:M4011,,Svc:Micro Molding,,"2,216.00",,7.3009,,"16,178.79",,"16,178.79"
545,,,,,,Invoice,,11/08/2018,,14108.0,,"Distal Cap Overmolded, 90830030-01 Rev. A",,Boston Scientific-Spencer:M4011,,Svc:Micro Molding,,"2,784.00",,7.3009,,"20,325.71",,"36,504.50"
546,,,Total M4011,,,,,,,,,,,,,,,"5,000.00",,,,"36,504.50",,"36,504.50"
547,,,M4037,,,,,,,,,,,,,,,,,,,,,
548,,,,,,Invoice,,08/24/2018,,13990.0,,"Distal Cap .044 Pocket, 50482128-01 Rev. A",,Boston Scientific-Spencer:M4037,,Svc:Micro Molding,,"1,835.00",,7.9705,,"14,625.87",,"14,625.87"
549,,,,,,Invoice,,10/12/2018,,14063.0,,"Distal Cap .044 Pocket, 50482128-01 Rev. A",,Boston Scientific-Spencer:M4037,,Svc:Micro Molding,,400.00,,7.9705,,"3,188.20",,"17,814.07"
550,,,,,,Invoice,,10/12/2018,,14066.0,,"Distal Cap .044 Pocket, 50482128-01 Rev. A",,Boston Scientific-Spencer:M4037,,Svc:Micro Molding,,378.00,,7.9705,,"3,012.85",,"20,826.92"
551,,,,,,Invoice,,10/19/2018,,14069.0,,"Distal Cap .044 Pocket, 50482128-01 Rev. A",,Boston Scientific-Spencer:M4037,,Svc:Micro Molding,,570.00,,7.9705,,"4,543.19",,"25,370.10"
552,,,,,,Invoice,,10/19/2018,,14072.0,,"Distal Cap .044 Pocket, 50482128-01 Rev. A",,Boston Scientific-Spencer:M4037,,Svc:Micro Molding,,577.00,,7.9705,,"4,598.98",,"29,969.08"
553,,,,,,Invoice,,10/19/2018,,14073.0,,"Distal Cap .044 Pocket, 50482128-01 Rev. A",,Boston Scientific-Spencer:M4037,,Svc:Micro Molding,,670.00,,7.9705,,"5,340.24",,"35,309.32"
554,,,,,,Invoice,,10/19/2018,,14076.0,,"Distal Cap .044 Pocket, 50482128-01 Rev. A",,Boston Scientific-Spencer:M4037,,Svc:Micro Molding,,399.00,,7.9705,,"3,180.23",,"38,489.54"
555,,,,,,Invoice,,10/19/2018,,14081.0,,"Distal Cap .044 Pocket, 50482128-01 Rev. A",,Boston Scientific-Spencer:M4037,,Svc:Micro Molding,,804.00,,7.9705,,"6,408.28",,"44,897.83"
556,,,,,,Invoice,,11/15/2018,,14125.0,,"Distal Cap .044 Pocket, 50482128-01 Rev. A",,Boston Scientific-Spencer:M4037,,Svc:Micro Molding,,"1,317.00",,7.9705,,"10,497.15",,"55,394.98"
557,,,,,,Invoice,,12/06/2018,,14158.0,,"Distal Cap .044 Pocket, 50482128-01 Rev. A",,Boston Scientific-Spencer:M4037,,Svc:Micro Molding,,"3,000.00",,7.9705,,"23,911.50",,"79,306.48"
558,,,Total M4037,,,,,,,,,,,,,,,"9,950.00",,,,"79,306.48",,"79,306.48"
559,,,M4102,,,,,,,,,,,,,,,,,,,,,
560,,,,,,Invoice,,12/13/2018,,14175.0,,"90830030-01 Rev. A   Distal Cap, Overmolded",,Boston Scientific-Spencer:M4102,,Svc:Micro Molding,,"2,000.00",,7.523,,"15,046.00",,"15,046.00"
561,,,Total M4102,,,,,,,,,,,,,,,"2,000.00",,,,"15,046.00",,"15,046.00"
562,,Total Boston Scientific-Spencer,,,,,,,,,,,,,,,,"62,392.00",,,,"571,284.55",,"571,284.55"
563,,Boston Scientific Cork Limited,,,,,,,,,,,,,,,,,,,,,,
564,,,M3781,,,,,,,,,,,,,,,,,,,,,
565,,,,,,Credit Memo,,03/12/2018,,13753.0,,credit issued for bank fees incurred during wire transfer,,Boston Scientific Cork Limited:M3781,,Svc:Micro Molding,,-1.00,,25.00,,-25.00,,-25.00
566,,,Total M3781,,,,,,,,,,,,,,,-1.00,,,,-25.00,,-25.00
567,,,M4007,,,,,,,,,,,,,,,,,,,,,
568,,,,,,Invoice,,09/17/2018,,14027.0,,Rounded Tip 90761955-01 Rev. A,,Boston Scientific Cork Limited:M4007,,Svc:Micro Molding,,"2,500.00",,1.17,,"2,925.00",,"2,925.00"
569,,,,,,Credit Memo,,11/06/2018,,14109.0,,Credit issued for bank fees incurred during transfer,,Boston Scientific Cork Limited:M4007,,Svc:Micro Molding,,-1.00,,25.00,,-25.00,,"2,900.00"
570,,,Total M4007,,,,,,,,,,,,,,,"2,499.00",,,,"2,900.00",,"2,900.00"
571,,Total Boston Scientific Cork Limited,,,,,,,,,,,,,,,,"2,498.00",,,,"2,875.00",,"2,875.00"
572,,Boston Scientific de Costa Rica SRL,,,,,,,,,,,,,,,,,,,,,,
573,,,M3802,,,,,,,,,,,,,,,,,,,,,
574,,,,,,Invoice,,01/29/2018,,13674.0,,Tension Breakers 91114279-01 Rev. A,,Boston Scientific de Costa Rica SRL:M3802,,Svc:Micro Molding,,"12,500.00",,0.379,,"4,737.50",,"4,737.50"
575,,,,,,Invoice,,02/26/2018,,13726.0,,Tension Breakers 91114279-01 Rev. A,,Boston Scientific de Costa Rica SRL:M3802,,Svc:Micro Molding,,"12,500.00",,0.379,,"4,737.50",,"9,475.00"
576,,,,,,Invoice,,03/29/2018,,13770.0,,Tension Breakers 91114279-01 Rev. A,,Boston Scientific de Costa Rica SRL:M3802,,Svc:Micro Molding,,"50,000.00",,0.379,,"18,950.00",,"28,425.00"
